Category,Item Name,Item Code,Size,Finish,PCS / Set,SPU,MRP (?),New Product
Aluminium Profiles & Handles,Zinc Handle B1 - Slim BZHS1-96-NB 96 mm NB Each 184,B2ZH-96-BL,96 mm | 128 mm | 160 mm,BL/BL,Each,96,202,
Aluminium Profiles & Handles,Zinc Handle B1 - Slim BZHS1-96-NB 96 mm NB Each 184,B2ZH-128-BL,96 mm | 128 mm | 160 mm,BL/BL,Each,128,258,
Aluminium Profiles & Handles,Zinc Handle B1 - Slim BZHS1-96-NB 96 mm NB Each 184,B2ZH-160-BL,96 mm | 128 mm | 160 mm,BL/BL,Each,160,335,
Aluminium Profiles & Handles,Zinc Handle B1 - Slim BZHS1-96-NB 96 mm NB Each 184,B2ZH-96-NB,96 mm | 128 mm | 160 mm,,Each,96,213,
Aluminium Profiles & Handles,Zinc Handle B2 B2ZH-128-NB 128 mm NB Each 280,B2ZH-160-NB,160 mm | 96 mm | 128 mm,,Each,160,359,
Aluminium Profiles & Handles,Zinc Handle B2 B2ZH-128-NB 128 mm NB Each 280,B2ZH-96-AQ,96 mm | 128 mm | 160 mm,,Each,96,211,
Aluminium Profiles & Handles,Zinc Handle B2 B2ZH-128-NB 128 mm NB Each 280,B2ZH-128-AQ,128 mm | 160 mm | 96 mm,,Each,128,273,
Aluminium Profiles & Handles,Zinc Handle B2 B2ZH-128-NB 128 mm NB Each 280,B2ZH-160-AQ,160 mm | 96 mm | 128 mm,,Each,160,370,
Aluminium Profiles & Handles,Zinc Handle B2 B2ZH-128-NB 128 mm NB Each 280,CZH1-160-NB,160 mm | 224 mm,,Each,,258,
Aluminium Profiles & Handles,Zinc Handle - C1,CZH1-224-NB,160 mm | 224 mm,,Each,,321,
Aluminium Profiles & Handles,Zinc Handle - C1,DZH1-96-NB,224 mm | 96 mm,,Each,,205,
Aluminium Profiles & Handles,Zinc Handle - D1,DZH1-160-NB,96 mm | 160 mm,,Each,,316,
Aluminium Profiles & Handles,Zinc Handle - E EZHE-96-NB 96 mm NB Each 90,EZH1-96-NB,160 mm | 96 mm | 224 mm,,Each,96,159,
Aluminium Profiles & Handles,ZincHandle - E1 EZH1-160-NB 160 mm NB Each 235,EZH1-224-NB,96 mm | 160 mm | 224 mm | 128 mm,,Each,224,323,
Aluminium Profiles & Handles,ZincHandle - E1 EZH1-160-NB 160 mm NB Each 235,GZH1-96-NB,96 mm | 160 mm | 224 mm | 128 mm,,Each,96,117,
Aluminium Profiles & Handles,ZincHandle - E1 EZH1-160-NB 160 mm NB Each 235,GZH1-128-NB,160 mm | 224 mm | 96 mm | 128 mm,,Each,,175,
Aluminium Profiles & Handles,ZincHandle - E1 EZH1-160-NB 160 mm NB Each 235,GZH1-96-CP,224 mm | 96 mm | 128 mm,CP/CP,Each,96,104,
Aluminium Profiles & Handles,Zinc Handle - G1,GZH1-128-CP,128 mm | 96 mm,CP/CP,Each,,157,
Aluminium Profiles & Handles,Zinc Handle - G1,GZH1-96-BL,96 mm | 128 mm,BL/BL,Each,,95,
Aluminium Profiles & Handles,Zinc Handle - G1,GZH1-128-BL,128 mm | 96 mm,BL/BL,Each,,141,
Aluminium Profiles & Handles,Zinc Handle-K KZH-160-224-BS 160/224 BS Each 10 578,MZH-96-AT,96 mm | 128 mm | 192 mm,,Each,25,318,
Aluminium Profiles & Handles,Zinc Handle-K KZH-160-224-BS 160/224 BS Each 10 578,MZH-128-AT,96 mm | 128 mm | 192 mm,,Each,20,388,
Aluminium Profiles & Handles,Zinc Handle-K KZH-160-224-BS 160/224 BS Each 10 578,MZH-192-AT,96 mm | 128 mm | 192 mm,,Each,10,509,
Aluminium Profiles & Handles,Zinc Handle-M,MZH-96-MN,128 mm | 192 mm | 96 mm,,Each,25,327,
Aluminium Profiles & Handles,Zinc Handle-M,MZH-128-MN,192 mm | 96 mm | 128 mm,,Each,20,399,
Aluminium Profiles & Handles,Zinc Handle-M,MZH-192-MN,96 mm | 128 mm | 192 mm,,Each,10,520,
Aluminium Profiles & Handles,Zinc Handle-M,MZH1-96-CP,96 mm | 128 mm | 192 mm,CP/CP,Each,96,258,
Aluminium Profiles & Handles,Zinc Handle - M1 MZH1-128-CP 128 mm CP Each 303,MZH1-192-CP,192 mm | 96 mm | 128 mm,CP/CP,Each,,406,
Aluminium Profiles & Handles,Zinc Handle - M1 MZH1-128-CP 128 mm CP Each 303,QZHE-96-NB,128 mm | 192 mm | 96 mm,,Each,96,81,
Aluminium Profiles & Handles,Zinc Handle - M1 MZH1-128-CP 128 mm CP Each 303,QZH-96-CP,96 mm,CP/CP,Each,96,96,
Aluminium Profiles & Handles,Zinc Handle - Q QZH-128-CP 128 CP Each 130,QZH-96-NB,,,Each,96,110,
Aluminium Profiles & Handles,Zinc Handle - Q QZH-128-CP 128 CP Each 130,QZH-128-NB,,,Each,128,157,
Aluminium Profiles & Handles,Zinc Handle - Q QZH-128-CP 128 CP Each 130,RZH-96-CP,,CP/CP,Each,96,123,
Aluminium Profiles & Handles,Zinc Handle - Q QZH-128-CP 128 CP Each 130,RZH-128-CP,,CP/CP,Each,128,159,
Aluminium Profiles & Handles,Zinc Handle - Q QZH-128-CP 128 CP Each 130,RZH-192-CP,,CP/CP,Each,192,229,
Aluminium Profiles & Handles,Zinc Handle - Q QZH-128-CP 128 CP Each 130,RZH-288-CP,,CP/CP,Each,288,323,
Aluminium Profiles & Handles,Zinc Handle - R,RZH-96-NB,,,Each,96,139,
Aluminium Profiles & Handles,Zinc Handle - R,RZH-128-NB,,,Each,128,188,
Aluminium Profiles & Handles,Zinc Handle - R,RZH-192-NB,,,Each,192,262,
Aluminium Profiles & Handles,Zinc Handle - R,RZH-288-NB,,,Each,288,372,
Aluminium Profiles & Handles,Zinc Handle - R,SZH-96-CP,,CP/CP,Each,96,164,
Aluminium Profiles & Handles,Zinc Handle - R,SZH-160-CP,,CP/CP,Each,160,244,
Aluminium Profiles & Handles,Zinc Handle - R,SZH-224-CP,,CP/CP,Each,224,345,
Aluminium Profiles & Handles,Zinc Handle - R,SZH-288-CP,,CP/CP,Each,288,392,
Aluminium Profiles & Handles,Zinc Handle - S,SZH-96-NB,,,Each,96,177,
Aluminium Profiles & Handles,Zinc Handle - S,SZH-160-NB,,,Each,160,273,
Aluminium Profiles & Handles,Zinc Handle - S,SZH-224-NB,,,Each,224,386,
Aluminium Profiles & Handles,Zinc Handle - S,SZH-288-NB,,,Each,288,446,
Aluminium Profiles & Handles,Zinc Handle - S,TZH-96-128-BL,,BL/BL,Each,128,948,
Aluminium Profiles & Handles,Zinc Handle - T,TZH-192-224-BL,,BL/BL,Each,224,"1,246",
Aluminium Profiles & Handles,(Black with Chrome),TZH-288-320-BL,,BL/BL,Each,320,"1,641",
Aluminium Profiles & Handles,(Black with Chrome),UZH-96-SQ,,,Each,96,415,
Aluminium Profiles & Handles,Antique),UZH-128-SQ,,,Each,128,498,
Aluminium Profiles & Handles,Zinc Pull Handle - U (Silver,UZPH1-SQ,64 mm,,Each,,489,
Aluminium Profiles & Handles,Antique),VZH-96-GF,,,Each,96,477,
Aluminium Profiles & Handles,Zinc Handle - V,VZH-128-GF,,,Each,128,601,
Aluminium Profiles & Handles,(Gold with Black),VZH-192-GF,,,Each,192,852,
Aluminium Profiles & Handles,(Gold with Black),AZK1-BL,29 mm,BL/BL,Each,29,123,
Aluminium Profiles & Handles,Zinc Knob-A1 AZK1-CP 29 mm CP Each 123,AZK1-NB,29 mm | 30 mm,,Each,29,130,
Aluminium Profiles & Handles,Zinc Knob-A1 AZK1-CP 29 mm CP Each 123,BZK1-BL,29 mm | 30 mm,BL/BL,Each,30,94,
Aluminium Profiles & Handles,Zinc Knob-B1 BZK1-CP 30 mm CP Each 94,BZK1-NB,30 mm,,Each,30,101,
Aluminium Profiles & Handles,Zinc Knob - E,EZK1-NB,28 mm | 39 x 28,,Each,28,300,
Aluminium Profiles & Handles,Zinc Knob - U,UZK1-SQ,30 mm | 33 x 30,,Each,30,339,
Aluminium Profiles & Handles,Zinc Knob - V,VZK1-GF,26 mm | 38 x 24 x 26,,Each,26,325,
Aluminium Profiles & Handles,(Gold with Black),RK2-25-AB,25 mm | 30 mm,,Each,,139,
Aluminium Profiles & Handles,(Gold with Black),RK2-25-AG,25 mm | 30 mm,,Each,,146,
Aluminium Profiles & Handles,(Gold with Black),RK2-25-TN,25 mm | 30 mm,,Each,,146,
Aluminium Profiles & Handles,(Gold with Black),RK2-30-AB,25 mm | 30 mm,,Each,,182,
Aluminium Profiles & Handles,Radio Knob 2 RK2-30-AG Dia 30mm x 30mm Ht AG Each 196,RK2-30-TN,30 mm | 38 mm,,Each,,196,
Aluminium Profiles & Handles,Radio Knob 2 RK2-30-AG Dia 30mm x 30mm Ht AG Each 196,RK2-38-AB,30 mm | 38 mm,,Each,,278,
Aluminium Profiles & Handles,Radio Knob 2 RK2-30-AG Dia 30mm x 30mm Ht AG Each 196,RK2-38-AG,30 mm | 38 mm,,Each,,278,
Aluminium Profiles & Handles,Radio Knob 2 RK2-30-AG Dia 30mm x 30mm Ht AG Each 196,RK2-38-TN,38 mm | 30 mm,,Each,,278,
Aluminium Profiles & Handles,Radio Knob 2 RK2-30-AG Dia 30mm x 30mm Ht AG Each 196,RKB1-20-AQ,20 mm | 30 mm,,Each,,377,
Aluminium Profiles & Handles,Brass Radio Knob 1,RKB1-30-AQ,20 mm | 30 mm,,Each,,790,
Aluminium Profiles & Handles,Brass Knob C CBK-35-AQ ?35mm AQ Each 450,RKBH1-96-AQ,35 mm | 96 mm | 128 mm | 192 mm,,Each,,930,
Aluminium Profiles & Handles,Brass Handle - RK1 RKBH1-128-AQ 128mm AQ Each 1090,RKBH1-192-AQ,96 mm | 128 mm | 192 mm,,Each,,"1,465",
Aluminium Profiles & Handles,Brass Handle - RK1 RKBH1-128-AQ 128mm AQ Each 1090,ABH-96-AQ,96 mm | 128 mm | 192 mm,,Each,,583,
Aluminium Profiles & Handles,Brass Handle - RK1 RKBH1-128-AQ 128mm AQ Each 1090,ABH-128-AQ,128 mm | 192 mm | 96 mm | 160 mm,,Each,,759,
Aluminium Profiles & Handles,Brass Handle - A,ABH-160-AQ,96 mm | 128 mm | 160 mm | 320 mm,,Each,,934,
Aluminium Profiles & Handles,Brass Handle - A,ABH-320-AQ,128 mm | 160 mm | 320 mm | 96 mm,,Each,,"1,915",
Aluminium Profiles & Handles,Brass Handle - A,SSC96-BS,160 mm | 320 mm | 96 mm | 128 mm,,Each,,69,
Aluminium Profiles & Handles,Brass Handle - A,SSC,320 mm | 96 mm | 128 mm | 160 mm,,Each,,103,
Aluminium Profiles & Handles,Brass Handle - A,SSC160-BS,96 mm | 128 mm | 160 mm,,Each,,138,
Aluminium Profiles & Handles,Brass Handle - A,SSC96-BL,96 mm | 128 mm | 160 mm,BL/BL,Each,,88,
Aluminium Profiles & Handles,Brass Handle - A,SSC,128 mm | 160 mm | 96 mm,BL/BL/BL,Each,,130,
Aluminium Profiles & Handles,Brass Handle - A,SSC160-BL,160 mm | 96 mm | 128 mm,BL/BL,Each,,171,
Aluminium Profiles & Handles,Kameleon Handle -,KH-S,15 mm | 26 x 15 | 5 mm,BL,Each,18,18,
Aluminium Profiles & Handles,Kameleon Handle - End,KH-EC,5 mm,BL,Pair,,48,
Aluminium Profiles & Handles,Kameleon Handle - Screw,KH-SN,44 mm | 4 x 44,SN/ZW,Each,,5,
Aluminium Profiles & Handles,Kameleon Handle 2 - End,KH2-EC-LR,,BL,Pair,,48,
Aluminium Profiles & Handles,Kameleon Handle 2 -,KH2-SN,25 mm,SN/ZW,Each,,4,
Aluminium Profiles & Handles,Screw Nuts,KFH-I-OR,53x56,,Each,25,168,
Aluminium Profiles & Handles,Plastic,KFH-J-OR,53x56 | 44x41,,Each,40,141,
Aluminium Profiles & Handles,Recessed Handle-Steel,RHS-94,,BL/SL/WH,Each,20,30,
Hi Slide Wardrobe Sliding Systems,Bottom Roller Fitting (for Door Thickness = 9 mm,HSWSS-BR1,9 mm,,,2,376,
Hi Slide Wardrobe Sliding Systems,Damper - 50 Kgs (kit with,HSWSS-ODSCK-50,,GR,Kg,,"1,833",
Bed & Wardrobe Fittings,Shutter Profile-Top/mid HSWSS-SPTM-3M-SF 23 x 15 mm SF 3m 1908 /pc,HSWSS-BP-3M-AB,15 mm | 55 x 15,,,15,"2,457",
Hi Slide Wardrobe Sliding Systems,Hi Slide Walk-in Wardrobe,HSWSS-BP-3M-SF,15 mm | 55 x 15,,,15,"3,106",
Bed & Wardrobe Fittings,Mounting Screw for Walk-,HSWSS-ST640,,,,100,561,
Bed & Wardrobe Fittings,Walk-in Sliding Push Lock - BL/CG/,P-WSPL-GW,30 mm | 60 x 30,,Each,30,471,
Bed & Wardrobe Fittings,Walk-in Sliding Push Lock - BL/CG/,P-WSPL-AL,24 mm | 50 x 24,,Each,24,451,
Hi Slide Wardrobe Sliding Systems,2400mm - 35kg Right,HSIE80-66-82,1650 mm | 2050 mm,,,,"85,440",
Hi Slide Wardrobe Sliding Systems,fittings),HSIE80-98-114,2450 mm | 2850 mm,,,,"105,157",
Hi Slide Wardrobe Sliding Systems,Hi Slide Inline Euro 1650MM?L?2050M,HSIEE80-66-82,1650 mm,,,,"219,471",
Hi Slide Wardrobe Sliding Systems,2 doors (complete 2 door 16mm-46mm Max,HST16-46-802,16 mm | 46 mm,,,1,"10,329",
Hi Slide Wardrobe Sliding Systems,3doors (complete 3 door 16mm-46mm Max,HST16-46-803,16 mm | 46 mm,,,1,"12,997",
Aluminium Profiles & Handles,Slide Topper 16-46 (set of,HST16-46-T2,,,,4,"5,241",
Aluminium Profiles & Handles,SlideTopper 16 -46 (set of,HST16-46-T3,,,,4,"8,296",
Hi Slide Wardrobe Sliding Systems,Topper 16-46 For 3 doors,HST16-46-803-SCK,,GR,kg,80,"2,220",
Hi Slide Wardrobe Sliding Systems,Attachment for 3 Door,HSTC1,,GR,,1,"2,403",
Hi Slide Wardrobe Sliding Systems,Doors (complete 2 door Load 50kg/door,HST18-20-502,20 mm,ZW,,1,"8,322",
Hi Slide Wardrobe Sliding Systems,Doors (complete 2 door Load 50kg/door,HST20-25-502,25 mm,ZW,,1,"8,322",
Hi Slide Wardrobe Sliding Systems,Doors (complete 3 door Load 50kg/door,HST18-20-503,20 mm,ZW,,1,"9,736",
Hi Slide Wardrobe Sliding Systems,Doors (complete 3 door Load 50kg/door,HST20-25-503,25 mm,ZW,,1,"9,736",
Hi Slide Wardrobe Sliding Systems,SlideTopper 18-20 & 20-25-,HST18-20-25-T2,44 mm,,,3,"5,296",
Hi Slide Wardrobe Sliding Systems,SlideTopper 18-20 & 20-25-,HST18-20-25-T3,66 mm,,,3,"8,474",
Hi Slide Wardrobe Sliding Systems,Attachment for 3 Door,HSTC2,,GR,,1,"2,417",
Hi Slide Wardrobe Sliding Systems,Fold 20-25,HSF-20-25-T2,,,,2,"5,498",
Hi Slide Wardrobe Sliding Systems,Fold 20-25,HSF-20-25-T3,,,,3,"8,796",
Hi Slide Wardrobe Sliding Systems,PRT (set of top & bottom,HS50T2D-T2,,,,12,"2,480",
Hi Slide Wardrobe Sliding Systems,PRT (set of top & bottom,HS50T2D-T3,,,,12,"3,720",
Hi Slide Wardrobe Sliding Systems,2 and HS50 PDT (set of,HS502D-T2,,,,20,"1,993",
Hi Slide Wardrobe Sliding Systems,2 and HS50 PDT (set of,HS502D-T3,,,,20,"2,990",
Hi Slide Wardrobe Sliding Systems,in 3.66m for 2 doors),HS50-DT2,,,,2,"2,640",
Hi Slide Wardrobe Sliding Systems,Bottom),HS50-DT3,,,,3,"3,959",
Hi Slide Wardrobe Sliding Systems,Hi Slide 45 (Dome Track) Set-,HS-45-DT,,ZW,Kg,1,331,
Hi Slide Wardrobe Sliding Systems,Soft Close Kit for HS-45,HS-SCK2-40,,GR,Kg,15,"1,116",
Aluminium Profiles & Handles,Aluminium Track for Hi,HSSD-T2,,,Each,8,"1,636",
Hi Slide Wardrobe Sliding Systems,(Single Door Fitting with per Door,HSGD-15,5 mm,GR,,,"2,376",
Bed & Wardrobe Fittings,Wardrobe Lift Side Mount -,P-WLSM-10S,1150 mm | Load: 10kg,GR/BL,Each,1,"9,382",
Bed & Wardrobe Fittings,Wardrobe Lift Side Mount -,WLSM-12,1155 mm | Load: 10kg,BR/BL,Each,1155,"5,604",
Bed & Wardrobe Fittings,Wardrobe Lift Side Mount -,P-WLSM-15-GR,1150 mm | Load: 15kg,GR/GR,Each,1,"12,063",
Bed & Wardrobe Fittings,Wardrobe Lift Side Mount -,P-WLSM-15-BL,1150 mm | Load: 15kg,BL/BL,Each,1150,"12,063",
Bed & Wardrobe Fittings,Wardrobe Super Lift -,P-WSLF-20,1150 mm,GR/BL,Each,1,"17,759",
Bed & Wardrobe Fittings,Wardrobe Pullout Hanger-,WPH-TSS-45,400 mm | 520 mm,BL,Each,1,"11,044",
Bed & Wardrobe Fittings,Wardrobe Pullout Hanger -,WPH-TSD-75,700 mm | 520 mm,BL,Each,,"13,115",
Bed & Wardrobe Fittings,Wardrobe Rack-Trouser / Internal Cabinet,P-WR2-TS,1150 mm,GR,,1,"19,843",
Bed & Wardrobe Fittings,Extra Hangers for WPTS (set,WPTS-EH4,,BR,,1,"1,341",
Bed & Wardrobe Fittings,Extra Hangers for WP2TS (set,WP2TS-EH4,,,,4,"1,286",
Bed & Wardrobe Fittings,Hangers),WPB-45-SC-BR,51 mm | 864 x 490 x 51 | 414x470x140,BR/BR,Each,1,"8,403",
Bed & Wardrobe Fittings,Wardrobe Pullout Basket -,WPB-60-SC-BR,414x470x140 | 564x470x140 | 140 mm | 764 x 470 x 140,BR/BR,Each,1,"8,802",
Bed & Wardrobe Fittings,(Soft Close),WPB-80-SC-BR,564x470x140 | 140 mm | 764 x 470 x 140 | 864x470x140,BR/BR,Each,140,"9,944",
Bed & Wardrobe Fittings,(Soft Close),WPB-90-SC-BR,140 mm | 764 x 470 x 140 | 864x470x140,BR/BR,Each,1,"10,490",
Bed & Wardrobe Fittings,(Soft Close),WP2B-60-SC-AT,864x470x140 | 140 mm | 564 x 490 x 140,,Each,1,"6,947",
Bed & Wardrobe Fittings,(Soft Close),WP2B-90-SC-AT,140 mm | 864 x 490 x 140,,Each,1,"8,933",
Bed & Wardrobe Fittings,(Soft Close),WPBW-45-SC-BR,140 mm | 864 x 490 x 140 | 414x470x140,BR/BR,Each,1,"11,188",
Bed & Wardrobe Fittings,Wardrobe Pullout Basket -,WPBW-60-SC-BR,414x470x140 | 564x470x140 | 140 mm | 764 x 470 x 140,BR/BR,Each,1,"13,094",
Bed & Wardrobe Fittings,Wicker -(Soft Close),WPBW-80-SC-BR,564x470x140 | 140 mm | 764 x 470 x 140 | 864x470x140,BR/BR,Each,140,"15,593",
Bed & Wardrobe Fittings,Wicker -(Soft Close),WPBW-90-SC-BR,140 mm | 764 x 470 x 140 | 864x470x140,BR/BR,Each,1,"16,819",
Bed & Wardrobe Fittings,Wicker -(Soft Close),WP2BW-60-SC-AT,864x470x140 | 141 mm | 564 x 490 x 141,,Each,141,"10,254",
Bed & Wardrobe Fittings,Wicker - (Soft Close),WP2BW-90-SC-AT,141 mm | 864 x 490 x 141,,Each,141,"13,400",
Bed & Wardrobe Fittings,Wicker - (Soft Close),WPDO-45-SC-BR,141 mm | 864 x 490 x 141 | 414x470x140 | 564x470x140,BR/BR,Each,1,"10,766",
Bed & Wardrobe Fittings,Wicker - (Soft Close),WPDO-60-SC-BR,414x470x140 | 564x470x140,BR/BR,Each,1,"12,865",
Bed & Wardrobe Fittings,Organiser (Soft Close),WPDO-80-SC-BR,564x470x140 | 61 mm | 764 x 470 x 61 | 864x470x140,BR/BR,Each,61,"16,661",
Bed & Wardrobe Fittings,Organiser (Soft Close),WPDO-90-SC-BR,61 mm | 764 x 470 x 61 | 864x470x140,BR/BR,Each,1,"17,001",
Bed & Wardrobe Fittings,Organiser (Soft Close),WP2DO-60-SC-AT,864x470x140 | 51 mm | 564 x 490 x 51,,Each,51,"8,876",
Bed & Wardrobe Fittings,Organiser (Soft Close),WP2DO-90-SC-AT,51 mm | 864 x 490 x 51,,Each,51,"10,931",
Bed & Wardrobe Fittings,(Soft Close),WPSR-60-SC-BR,564x470x56,BR/BR,,,"11,622",
Bed & Wardrobe Fittings,(Soft Close),WPSR-90-SC-BR,864x470x56,BR/BR,,,"14,817",
Bed & Wardrobe Fittings,(Soft Close),WP2SR-60-SC-AT,564x490x177,,,,"7,130",
Bed & Wardrobe Fittings,(Soft Close),WP2SR-90-SC-AT,864x490x177,,,,"8,577",
Bed & Wardrobe Fittings,Left,WPUR-L,60 mm,BR,Each,457,"3,295",
Bed & Wardrobe Fittings,Right,WPUR-R,60 mm,BR,Each,457,"3,295",
Bed & Wardrobe Fittings,Board,WPIB-4360-AT,430x300x140,,Each,1,"11,455",
Bed & Wardrobe Fittings,Ornaments,WDOO-3212-GR,316x117 | 5x50,GR/GR,Each,1,"3,425",
Bed & Wardrobe Fittings,Watch / Bangles,WDOWB-3212-GR,316x117 | 5x50,GR/GR,Each,1,"3,755",
Bed & Wardrobe Fittings,Multipurpose-4,WDOM4-3212,316x117 | 5x50,GR,Each,1,"3,248",
Bed & Wardrobe Fittings,Multi purpose-3,WDOM3-3212,352x100x50,GR,Each,1,"3,060",
Bed & Wardrobe Fittings,Watch / Bangles 1,WDO3-WB1,50 mm | 165 x 425 x 50,BR,Each,50,"3,990",
Bed & Wardrobe Fittings,Watch / Bangles 2,WDO3-WB2,50 mm | 165 x 425 x 50,BR,Each,50,"4,427",
Bed & Wardrobe Fittings,Multipurpose-4-1,WDO3-M41,50 mm | 165 x 425 x 50,BR,Each,50,"2,925",
Bed & Wardrobe Fittings,Multipurpose-4-2,WDO3-M42,50 mm | 165 x 425 x 50,BR,Each,50,"3,138",
Bed & Wardrobe Fittings,Ornaments & Rings,WDO3-OR,50 mm | 165 x 425 x 50,BR,Each,50,"3,777",
Bed & Wardrobe Fittings,Ornaments & Rings,MDC-45-AT,122x372x69,,,1,"3,127",
Bed & Wardrobe Fittings,Ornaments & Rings,DPW-2042,200x420 | 200x470,,,,"1,758",
Bed & Wardrobe Fittings,Ornaments & Rings,DPW-2047,200x420 | 200x470 | 300x420,,,,"1,930",
Bed & Wardrobe Fittings,Ornaments & Rings,DPW-3042,200x470 | 300x420 | 300x470,,,,"2,123",
Bed & Wardrobe Fittings,Ornaments & Rings,DPW-3047,300x420 | 300x470 | 400x420,,,,"2,354",
Bed & Wardrobe Fittings,Ornaments & Rings,DPW-4042,300x470 | 400x420,,,,"2,670",
Bed & Wardrobe Fittings,Ornaments & Rings,DPW-4047,400x420 | 400x470,,,,"2,919",
Bed & Wardrobe Fittings,Ornaments & Rings,WA-POM60-N,600x300 | 900x300,BL,,,"4,733",
Bed & Wardrobe Fittings,Ornaments & Rings,WA-POM120-N,900x300 | 1200x300,BL,,,"8,563",
Bed & Wardrobe Fittings,Frame,WMP-6030-BR,633x307x31 | 935x308x31,BR/BR,Each,,"4,076",
Bed & Wardrobe Fittings,Frame,WMP-9030-BR,633x307x31 | 935x308x31 | 1200x352x61,BR/BR,Each,,"4,581",
Bed & Wardrobe Fittings,Frame,PBW-16-18-6,1200x352x61 | 390X450X150,SS,Each,1,"1,136",
Bed & Wardrobe Fittings,Frame,PBW-18-18-8,390X450X200 | 440X450X200 | 540X450X200,SS,Each,1,"1,313",
Bed & Wardrobe Fittings,Frame,PBW-22-18-8,440X450X200 | 540X450X200,SS,Each,1,"1,514",
Bed & Wardrobe Fittings,Wardrobe Rail,WRF-RAC,,BR,pc,20,90,
Bed & Wardrobe Fittings,Picture WRF-RR-3-BA 10x30mm BA 3.66/m 2395 /pc,WRF-BR1,10x30 | 42x25,BR/AC,Each,,78,
Bed & Wardrobe Fittings,Rectangular Bracket,WRF-BR2,42x25 | 5 mm | 40 x 18 x 12,BR/BA,Each,5,26,
Bed & Wardrobe Fittings,L' Connector for,WRF-RRC,,BR/BA,pc,,92,
Bed & Wardrobe Fittings,Rectangular Al. Rail,WRF-RRL-3M-AN,,,Each,,"2,951",
Bed & Wardrobe Fittings,Luminor 16,WRF-RRL-3M-BA,,,Each,,"3,054",
Bed Fittings,Pro - Lift Bed Fittings -,PLBF-R,,,,1,"1,565",
Bed & Wardrobe Fittings,Pro - Lift Bed Fitting-Mini,PLBFM30,,,Set of 2 pc,45,"1,708",
Bed & Wardrobe Fittings,"Pro -Lift Flat Bed fitting PLFB1-90-30 width: 6ft, AT Set 1 8843",PLBSS1520,1525 x 2000 | 1557 x 2024,,,1,"16,204",
Bed & Wardrobe Fittings,Gas Lifts) 1830 x 2000,PLBSS1820,1830 x 2000 | 1862 x 2024,,,1,"17,921",
Bed & Wardrobe Fittings,Gas Lifts) 1830 x 2000,BFSS-820,2000 mm | 850 x 2000,,,2000,"9,888",
Bed & Wardrobe Fittings,Bed Crossbar Support),BFSS-1520,2000 mm | 850 x 2000 | 1525 X 2000 | 1830 X 2000,,,2000,"11,879",
Bed & Wardrobe Fittings,Bed Crossbar Support),BFSS-1820,2000 mm | 1525 X 2000 | 1830 X 2000 | 86 mm,,,2000,"14,360",
Bed & Wardrobe Fittings,Support for PLBS (For PLBS1820),BC-BT1,,BC,Each,1400,761,
Bed & Wardrobe Fittings,Bed Crossbar - Telescopic,BC-BT2,,BC,Each,1900,"1,033",
Bed & Wardrobe Fittings,Pull Handle Heavy Duty (for,PHBL-HD,,BL,Each,,208,
Bed & Wardrobe Fittings,Matress Stopper - SS 304 WB-MST 328x65x122 SS Each 203,PLBF-M6K,,,,50,61,
Bed Fittings,"Screw, Nuts and Washers)",PLBF-M8K,,,,50,92,
Bed Fittings,Wall Bed Fittings-Vertical 4 x 6 ft,WBV120,4 x 6,,,1,"4,054",
Bed & Wardrobe Fittings,(Complete Fittings with,WBS-ML,1010 mm | 2085 mm | 25 mm | 960 mm,,,1,"17,449",
Bed & Wardrobe Fittings,"Fittings with Frame, Slats & Load: 1700N",WBHD1,1525 mm,,,,"2,280",
Bed & Wardrobe Fittings,Door Stopper (for,P-WBS-DS,,,,,"2,074",
Bed Fittings,"Pro - Lift Sofa Bed fittings Min. depth 845mm,",PLSB1-G,845 mm,,,1,"3,675",
Bed & Wardrobe Fittings,Sofa Quick Bed SQB1 AT Set 6390,SQB2-K-AT,,,feet,6,"10,056",
Bed & Wardrobe Fittings,Sofa Quick Bed 2,SQB2-Q-AT,,,feet,5,"9,847",
Bed & Wardrobe Fittings,Recliner chair fitting-Basic,RCFB1,535 x 790 x 925,BL,Each,925,"5,044",
Bed & Wardrobe Fittings,Bed Crossbar Clamp BCC1 Load: 200 Kgs/ set,BC4,95 mm | Load: 1200 Kgs,,Set of 8 Pcs,25,191,
Bed & Wardrobe Fittings,Bed Clamp Load: 1200 Kgs/ set,BC6,95 mm | Load: 1200 Kgs,,Set of 8 Pcs,20,271,
Furniture Lights - LED,Spot Bright Regular,S-BRRR-NW,69 mm | 3 mm | 5 mm,BL,Each,5,726,
Furniture Lights - LED,Spot Bright Diffused Dia. 50.5 mm,S-BRDR-NW,69 mm | 3 mm | 5 mm,BL,Each,,726,
Furniture Lights - LED,Spot Diffused (Surface Power : 2.4W,S-SDS-NW,5 mm,,Each,,583,
Furniture Lights - LED,mount) *CCT : 4000K,SLMS1-WH,,WH/WH,Each,,549,
Furniture Lights - LED,Smart Light (with motion,SLMS1-BL,,BL/BL,Each,,549,
Furniture Lights - LED,sensor) 3 LED,SLMS1-AT,,,Each,,549,
Furniture Lights - LED,Smart Light (with switch) SLS1 CCT: 4000K WH/BL/AT Each 549,S-SSS1-WW,,BL/SL,Each,,616,
Furniture Lights - LED,Super Spot 1 (Surface Power : 2W,S-SSS1-NW,,BL/SL,Each,,616,
